time,user,action,file,event
1103,jh_user_42,save,hagiwara_sakutarō_fire_from_japanese_trans_hiroaki_sato_poem_1.txt,2.0
1103,jh_user_84,save,choe_chiwon_pomegranates_from_chinese_trans_jonathan_chan_poem_5.txt,2.0
1103,jh_user_23,save,haydar_ergülen_idyllic_ghazal_from_turkish_trans_derick_mattern_poem_4.txt,2.0
1103,jh_user_8,save,chuya_nakahara_song_of_upbringing_from_japanese_trans_christian_nagle_poem_1.txt,2.0
1103,jh_user_65,save,crauss_a_bit_late_from_german_trans_mark_kanak_poem_3.txt,2.0
1103,jh_user_17,save,dhsi_book_history_pedagogy_scalar_silva.txt,2.0
1103,jh_user_75,save,dhsi_modeling_virtual_augmented_realities_schubert_&_wieners.txt,2.0
1103,jh_user_90,save,bashkir_wholesale_trade_zulfira_shaimardanova_trans_yandex.txt,2.0
1103,jh_user_12,save,dhsi_book_history_pedagogy_scalar_silva.txt,2.0
1103,jh_user_97,save,dhsi_2020_rtl.txt,2.0
1103,jh_user_23,save,asmaa_azaizeh_i_didnt_believe_i_would_ever_learn_to_die_from_arabic_trans_yasmine_haj_poem_2.txt,2.0
1103,jh_user_51,save,dhsi_AbTeC_indigenous_video_games_as_storytelling_brown.txt,2.0
1103,jh_user_90,save,emilio_prados_castle_without_strength_from_spanish_trans_donald_wellman_poem_8.txt,2.0
1103,jh_user_75,save,astrid_haerens_1_from_flemish_trans_egan_garr_poem_1.txt,2.0
1103,jh_user_31,save,emilio_prados_voice_of_the_light_from_spanish_trans_donald_wellman_poem_4.txt,2.0
1103,jh_user_60,save,haydar_ergülen_brothers_of_ashnbsp_from_turkish_trans_derick_mattern_poem_5.txt,2.0
1103,jh_user_36,save,emilio_prados_xx_from_spanish_trans_donald_wellman_poem_1.txt,2.0
1103,jh_user_44,save,dhsi_wrangling_big_data_fortin.txt,2.0
1103,jh_user_86,save,dhsi_wrangling_big_data_fortin.txt,2.0
1103,jh_user_98,save,dmitri_alexandrovich_prigov_unbelievable_stories_from_russian_trans_simon_schuchat_poem_1.txt,2.0
1103,jh_user_55,save,bai_juyi_remembering_south_of_the_river_from_chinese_trans_joey_schwartzman_poem_4.txt,2.0
1103,jh_user_60,save,emiliulian_sude_the_cleaning_lady_is_green_despite_her_blue_eyes_from_romanian_trans_diana_manole_poem_3.txt,2.0
1103,jh_user_90,save,august_bover_autumn_from_catalan_trans_kristine_doll_poem_1.txt,2.0
1103,jh_user_5,save,elizaria_flores_ii_from_spanish_trans_david_m_brunson_poem_6.txt,2.0
1103,jh_user_44,save,elke_erb_inscription_under_the_skin_from_german_trans_shane_anderson_poem_6.txt,2.0
1103,jh_user_73,save,galina_rymbu_could_i_possibly_take_part_from_russian_trans_joan_brooks_poem_8.txt,2.0
1103,jh_user_69,save,claude_ber_cutout_3_from_french_trans_elodie_olsoncoons_poem_3.txt,2.0
1103,jh_user_92,save,benediktas-janusevicius_words.txt,2.0
1103,jh_user_22,save,deep_end.txt,2.0
1103,jh_user_21,save,benediktas-janusevicius_words.txt,2.0
1103,jh_user_24,save,balam_rodrigo_commando_unit_rounds_up_eight_migrantsvillahermosa_tabasco_from_spanish_trans_dan_bellm_poem_4.txt,2.0
1103,jh_user_59,save,hatem_alzahrani_iv_from_arabic_trans_moneera_alghadeer_poem_4.txt,2.0
1103,jh_user_11,save,francisca_aguirre_masterpiece_from_spanish_trans_montana_ray_poem_1.txt,2.0
1103,jh_user_52,save,choe_chiwon_being_at_ease_in_late_spring_to_my_friend_gu_yun_from_chinese_trans_jonathan_chan_poem_3.txt,2.0
1103,jh_user_87,save,carlito_azevedo_two_foreigners_from_portuguese_trans_sarah_rebecca_kersley_poem_1.txt,2.0
1103,jh_user_90,save,hatem_alzahrani_v_from_arabic_trans_moneera_alghadeer_poem_5.txt,2.0
1103,jh_user_98,save,hafez_ghazal_84_from_persian_trans_roger_sedarat_poem_1.txt,2.0
1104,jh_user_54,save,dhsi_stylometry_w_r_eder_&_byszuk.txt,2.0
1104,jh_user_81,save,dhsi_nlp_&_network_coding_for_text_corpus_analysis_tanasescu.txt,2.0
1104,jh_user_40,save,gelsys_garcía_lorenzo_the_dictator_from_spanish_trans_maria_grau_perejoan_and_loretta_collins_klobah_poem_2.txt,2.0
1104,jh_user_90,save,dhsi_race_social_justice_kim_&_nieves.txt,2.0
1104,jh_user_94,save,dhsi_wrangling_big_data_fortin.txt,2.0
1104,jh_user_4,save,dmitri_alexandrovich_prigov_unbelievable_stories_from_russian_trans_simon_schuchat_poem_1.txt,2.0
1104,jh_user_55,save,edith_bruck_to_be_born_by_chance_from_italian_trans_jeanne_bonner_poem_2.txt,2.0
1104,jh_user_88,save,ava_koohbor_vii_from_persian_trans_patrick_james_dunagan_and_ava_koohbor_poem_2.txt,2.0
1104,jh_user_25,save,dhsi_agent-based_modeling_simpson.txt,2.0
1104,jh_user_65,save,choe_chiwon_being_at_ease_in_late_spring_to_my_friend_gu_yun_from_chinese_trans_jonathan_chan_poem_3.txt,2.0
1104,jh_user_61,save,balam_rodrigo_migrants_prayer_from_spanish_trans_dan_bellm_poem_3.txt,2.0
1104,jh_user_13,save,dhsi_AbTeC_indigenous_video_games_as_storytelling_brown.txt,2.0
1104,jh_user_18,save,czeslaw_milosz_lord_syruc_from_polish_trans_anthony_milosz_poem_3.txt,2.0
1104,jh_user_40,save,hatem_alzahrani_i_from_arabic_trans_moneera_alghadeer_poem_1.txt,2.0
1104,jh_user_65,save,ashur_etwebi_borders_from_arabic_trans_ashur_etwebi_and_james_byrne_poem_1.txt,2.0
1104,jh_user_4,save,gennady_aygi_silence_from_russian_trans_alex_cigale_poem_1.txt,2.0
1104,jh_user_94,save,death_by_hanging.txt,2.0
1104,jh_user_55,save,fall_of_the_roman_empire.txt,2.0
1104,jh_user_40,save,emilio_prados_xxiii_from_spanish_trans_donald_wellman_poem_7.txt,2.0
1104,jh_user_24,save,eduardo_espina_blame_time_on_the_cathedrals_from_spanish_trans_daniel_borzutzky_poem_1.txt,2.0
1104,jh_user_73,save,ghazal_mosadeq_untitled_2_from_persian_trans_khashayar_kess_mohammadi_poem_2.txt,2.0
1104,jh_user_2,save,haydar_ergülen_open_sentence_from_turkish_trans_derick_mattern_poem_1.txt,2.0
1104,jh_user_23,save,hagiwara_sakutarō_fire_from_japanese_trans_hiroaki_sato_poem_1.txt,2.0
1104,jh_user_56,save,elizaria_flores_ii_from_spanish_trans_david_m_brunson_poem_6.txt,2.0
1104,jh_user_39,save,hatem_alzahrani_iv_from_arabic_trans_moneera_alghadeer_poem_4.txt,2.0
1104,jh_user_41,save,grzegorz_wróblewski_tendency_from_polish_trans_piotr_gwiazda_poem_2.txt,2.0
1104,jh_user_15,save,crauss_a_bit_late_from_german_trans_mark_kanak_poem_3.txt,2.0
1104,jh_user_77,save,ennio_moltedo_42_from_spanish_trans_marguerite_feitlowitz_poem_3.txt,2.0
1104,jh_user_75,save,galina_rymbu_could_i_possibly_take_part_from_russian_trans_joan_brooks_poem_8.txt,2.0
1104,jh_user_45,save,barbi-markovic_excerpt-from-superheldinnen.txt,2.0
1104,jh_user_67,save,eduardo_milán_31_from_spanish_trans_john_oliver_simon_poem_2.txt,2.0
1104,jh_user_3,save,barbi-markovic_excerpt-from-superheldinnen.txt,2.0
1104,jh_user_6,save,enver_ali_akova_no_fish_at_all_from_turkish_trans_zeynep_özer_poem_2.txt,2.0
1104,jh_user_78,save,ghassan_zaqtan_the_strangers_song_from_arabic_trans_fady_joudah_poem_2.txt,2.0
1105,jh_user_16,save,erika_burkart_world_histories_from_german_trans_marc_vincenz_poem_5.txt,2.0
1105,jh_user_25,save,hafez_ghazal_84_from_persian_trans_roger_sedarat_poem_1.txt,2.0
1105,jh_user_80,save,christa_i_de_la_cruz_airport_from_filipino_trans_ethan_chua_poem_2.txt,2.0
1105,jh_user_15,save,erika_burkart_work_from_german_trans_marc_vincenz_poem_2.txt,2.0
1105,jh_user_92,save,emilio_prados_xxi_from_spanish_trans_donald_wellman_poem_3.txt,2.0
1105,jh_user_14,save,dagmara_kraus_nightfender_from_german_trans_joshua_daniel_edwin_poem_4.txt,2.0
1105,jh_user_34,save,erika_burkart_work_from_german_trans_marc_vincenz_poem_2.txt,2.0
1105,jh_user_3,save,dhsi_xpath_xml_managing_projects_beshero-bondar_&_birnbaum.txt,2.0
1105,jh_user_61,save,emilio_prados_castle_without_strength_from_spanish_trans_donald_wellman_poem_8.txt,2.0
1105,jh_user_89,save,ghazal_mosadeq_untitled_3_from_persian_trans_khashayar_kess_mohammadi_poem_3.txt,2.0
1105,jh_user_8,save,david_avidan_calling_card_from_hebrew_trans_tsipi_keller_poem_1.txt,2.0
1105,jh_user_19,save,habib_tengour_thatch_watermeadow_and_sheet_metal_from_french_trans_pierre_joris_poem_2.txt,2.0
1105,jh_user_39,save,han_bo_substitution_from_chinese_trans_eleanor_goodman_poem_6.txt,2.0
1105,jh_user_27,save,dag_t_straumsvåg_optimists_from_norwegian_trans_robert_hedin_and_dag_t_straumsvåg_poem_1.txt,2.0
1105,jh_user_99,save,emiliulian_sude_starting_today_ill_try_to_fall_asleep_not_die_from_romanian_trans_diana_manole_poem_2.txt,2.0
1105,jh_user_17,save,claude_ber_cutout_1_from_french_trans_elodie_olsoncoons_poem_1.txt,2.0
1105,jh_user_67,save,francisca_aguirre_masterpiece_from_spanish_trans_montana_ray_poem_1.txt,2.0
1105,jh_user_61,save,dana_ranga_hippocampus_erectus_minor_maior_from_german_trans_monika_cassel_poem_2.txt,2.0
1105,jh_user_23,save,czeslaw_milosz_in_honor_of_reverend_baka_from_polish_trans_anthony_milosz_poem_1.txt,2.0
1105,jh_user_83,save,dmitri_alexandrovich_prigov_unbelievable_stories_from_russian_trans_simon_schuchat_poem_1.txt,2.0
1105,jh_user_64,save,bai_juyi_grass_from_chinese_trans_joey_schwartzman_poem_1.txt,2.0
1105,jh_user_88,save,enver_ali_akova_birdman_from_turkish_trans_zeynep_özer_poem_4.txt,2.0
1105,jh_user_35,save,dhsi_intro_to_e_lit_heckman_&_ensslin.txt,2.0
1105,jh_user_77,save,enver_ali_akova_no_fish_at_all_from_turkish_trans_zeynep_özer_poem_2.txt,2.0
1105,jh_user_17,save,ghazal_mosadeq_untitled_2_from_persian_trans_khashayar_kess_mohammadi_poem_2.txt,2.0
1105,jh_user_67,save,elke_erb_pulse_from_german_trans_shane_anderson_poem_4.txt,2.0
1105,jh_user_57,save,health.txt,2.0
1105,jh_user_58,save,dagmara_kraus_past_glossier_from_german_trans_joshua_daniel_edwin_poem_3.txt,2.0
1105,jh_user_23,save,césar_vallejo_xlix_from_spanish_trans_césar_jumpa_sánchez_poem_3.txt,2.0
1105,jh_user_23,save,dhsi_conference_adho_sig_2020.txt,2.0
1105,jh_user_49,save,christa_i_de_la_cruz_waking_up_from_filipino_trans_ethan_chua_poem_4.txt,2.0
1105,jh_user_13,save,elizaria_flores_chronicles_from_spanish_trans_david_m_brunson_poem_4.txt,2.0
1105,jh_user_50,save,hannele-mikaela-taivassalo_5-knives_excerpt.txt,2.0
1105,jh_user_31,save,dhsi_2020_ideah.txt,2.0
1105,jh_user_21,save,flávio_de_araújo_the_floating_body_from_portuguese_trans_rachel_morgensternclarren_poem_2.txt,2.0
1105,jh_user_66,save,barbi-markovic_part2.txt,2.0
1105,jh_user_12,save,aung_khin_myint_mirror_with_a_stutter_from_burmese_trans_ko_ko_thett_poem_4.txt,2.0
1105,jh_user_20,save,césar_vallejo_reputation_theory_from_spanish_trans_joseph_mulligan_poem_4.txt,2.0
1105,jh_user_61,save,fall_of_the_roman_empire.txt,2.0
1105,jh_user_7,save,dmitri_alexandrovich_prigov_untitled_4_from_russian_trans_simon_schuchat_poem_4.txt,2.0
1105,jh_user_81,save,deep_end.txt,2.0
1105,jh_user_31,save,fabián_severo_twentyeight_from_portunhol_trans_laura_cesarco_eglin_and_jesse_lee_kercheval_poem_5.txt,2.0
1105,jh_user_47,save,bùi_chát_deceptionnegligence_amp_a_sleeping_mat_of_woven_reeds_royal_proclamation_from_vietnamese_trans_jack_j_huynh_poem_3.txt,2.0
1105,jh_user_5,save,franca_mancinelli_every_morning_at_the_white_wall_from_italian_trans_john_taylor_poem_1.txt,2.0
1105,jh_user_60,save,hai_zi_unfortunate_from_chinese_trans_ye_chun_poem_3.txt,2.0
1105,jh_user_89,save,dhsi_press_pannapacker_2012.txt,2.0
1106,jh_user_39,save,eduardo_espina_a_vulnerable_factor_for_everyone_else_from_spanish_trans_daniel_borzutzky_poem_2.txt,2.0
1106,jh_user_19,save,erika_burkart_world_histories_from_german_trans_marc_vincenz_poem_5.txt,2.0
1106,jh_user_48,save,galina_rymbu_could_from_russian_trans_joan_brooks_poem_4.txt,2.0
1106,jh_user_70,save,bc_malahat_bruck_rev_by_kenyon_2019.txt,2.0
1106,jh_user_91,save,cécile_mainardi_superliquid_water_from_french_trans_léon_pradeau_and_clara_nizard_poem_2.txt,2.0
1106,jh_user_49,save,dhsi_intro_data_analysis_visualization_in_r_cordell_&_palermo.txt,2.0
1106,jh_user_67,save,aung_khin_myint_mirror_with_a_stutter_from_burmese_trans_ko_ko_thett_poem_4.txt,2.0
1106,jh_user_60,save,christa_i_de_la_cruz_odysseus_from_filipino_trans_ethan_chua_poem_3.txt,2.0
1106,jh_user_32,save,dhsi_games_tools_for_research_saklofske.txt,2.0
1106,jh_user_2,save,eduardo_espina_the_fog_discusses_the_horse_from_spanish_trans_daniel_borzutzky_poem_3.txt,2.0
1106,jh_user_64,save,cécile_mainardi_superliquid_water_from_french_trans_léon_pradeau_and_clara_nizard_poem_2.txt,2.0
1106,jh_user_96,save,enver_ali_akova_no_fish_at_all_from_turkish_trans_zeynep_özer_poem_2.txt,2.0
1106,jh_user_50,save,health.txt,2.0
1106,jh_user_59,save,czeslaw_milosz_in_honor_of_reverend_baka_from_polish_trans_anthony_milosz_poem_1.txt,2.0
1106,jh_user_75,save,gennady_aygi_untitled_3_from_russian_trans_alex_cigale_poem_3.txt,2.0
1106,jh_user_46,save,chuya_nakahara_song_of_upbringing_from_japanese_trans_christian_nagle_poem_1.txt,2.0
1106,jh_user_41,save,bashkir_false_information_akyondoz_trans_yandex.txt,2.0
1106,jh_user_24,save,dhsi_intro_to_iiif_robson_et_al.txt,2.0
1106,jh_user_44,save,carlos_de_assumpção_batuque_from_portuguese_trans_robert_smith_poem_1.txt,2.0
1106,jh_user_60,save,elke_erb_pulse_from_german_trans_shane_anderson_poem_4.txt,2.0
1106,jh_user_68,save,galina_rymbu_untitled_1_from_russian_trans_joan_brooks_poem_1.txt,2.0
1106,jh_user_21,save,carlos_de_assumpção_batuque_from_portuguese_trans_robert_smith_poem_1.txt,2.0
1106,jh_user_97,save,dijala_hasanbegović_my_first_single_from_bosnian_trans_mirza_purić_poem_4.txt,2.0
1106,jh_user_22,save,gennady_aygi_silence_from_russian_trans_alex_cigale_poem_1.txt,2.0
1106,jh_user_43,save,dijala_hasanbegović_amnesia_from_bosnian_trans_mirza_purić_poem_1.txt,2.0
1106,jh_user_42,save,geminii_inside-a-boy's-mouth.txt,2.0
1106,jh_user_52,save,claudiu_komartin_untitled_from_romanian_trans_diana_manole_poem_2.txt,2.0
1106,jh_user_68,save,fabio_pusterla_lumière_museum_from_italian_trans_damiano_abeni_and_moira_egan_poem_5.txt,2.0
1106,jh_user_85,save,david_avidan_summer_1962_from_hebrew_trans_tsipi_keller_poem_3.txt,2.0
1106,jh_user_54,save,david_avidan_summer_1962_from_hebrew_trans_tsipi_keller_poem_3.txt,2.0
1106,jh_user_82,save,dag_t_straumsvåg_optimists_from_norwegian_trans_robert_hedin_and_dag_t_straumsvåg_poem_1.txt,2.0
1106,jh_user_8,save,bibi_slippers_reference_to_the_polkadotartworks_of_yayoi_kusama_from_afrikaans_trans_alice_inggs_poem_3.txt,2.0
1106,jh_user_28,save,dhsi_cv_for_dh_makers_grigar_et_al.txt,2.0
1106,jh_user_94,save,galina_rymbu_could_from_russian_trans_joan_brooks_poem_4.txt,2.0
1106,jh_user_33,save,bruna_beber_23_from_portuguese_trans_sarah_rebecca_kersley_poem_3.txt,2.0
1106,jh_user_87,save,dhsi_sound_&_dh_barber.txt,2.0
1107,jh_user_55,save,fabio_pusterla_ermannos_breath_from_italian_trans_damiano_abeni_and_moira_egan_poem_1.txt,2.0
1107,jh_user_33,save,chuya_nakahara_song_of_upbringing_from_japanese_trans_christian_nagle_poem_1.txt,2.0
1107,jh_user_77,save,aung_khin_myint_another_holy_name_for_cold_from_burmese_trans_ko_ko_thett_poem_2.txt,2.0
1107,jh_user_58,save,césar_vallejo_xlix_from_spanish_trans_césar_jumpa_sánchez_poem_3.txt,2.0
1107,jh_user_48,save,ervina-halili_the-same-sleep.txt,2.0
1107,jh_user_25,save,gábor_schein_the_taste_of_salt_from_hungarian_trans_erika_mihálycsa_poem_2.txt,2.0
1107,jh_user_19,save,christa_i_de_la_cruz_airport_from_filipino_trans_ethan_chua_poem_2.txt,2.0
1107,jh_user_34,save,ashur_etwebi_a_house_in_the_wind_from_arabic_trans_ashur_etwebi_and_james_byrne_poem_5.txt,2.0
1107,jh_user_54,save,fiston-mwanza-mujila_excerpt-from-tram-83.txt,2.0
1107,jh_user_53,save,georgi_gospodinov_disbanding_loves_armies_from_bulgarian_trans_teodora_gandeva_poem_3.txt,2.0
1107,jh_user_28,save,carlos_de_assumpção_my_grandparents_from_portuguese_trans_robert_smith_poem_4.txt,2.0
1107,jh_user_36,save,dhsi_intersectional_feminist_dh_cong-huyen_&_phillips.txt,2.0
1107,jh_user_9,save,dmitri_alexandrovich_prigov_unbelievable_stories_from_russian_trans_simon_schuchat_poem_1.txt,2.0
1107,jh_user_59,save,carlito_azevedo_two_foreigners_from_portuguese_trans_sarah_rebecca_kersley_poem_1.txt,2.0
1107,jh_user_67,save,elke_erb_not_having_the_word_from_german_trans_shane_anderson_poem_9.txt,2.0
1107,jh_user_101,save,august_bover_autumn_from_catalan_trans_kristine_doll_poem_1.txt,2.0
1107,jh_user_52,save,elke_erb_looking_inward_from_german_trans_shane_anderson_poem_5.txt,2.0
1107,jh_user_46,save,breyten_breytenbach_a_footnote_under_the_night_of_history_from_afrikaans_trans_ampie_coetzee_poem_1.txt,2.0
1107,jh_user_42,save,carlos_de_assumpção_crime_from_portuguese_trans_robert_smith_poem_2.txt,2.0
1107,jh_user_49,save,hannele-mikaela-taivassalo_5-knives_excerpt.txt,2.0
1107,jh_user_32,save,georgy_ivanov_how_fussy_from_russian_trans_harry_leeds_poem_2.txt,2.0
1107,jh_user_96,save,galina_rymbu_could_i_possibly_take_part_from_russian_trans_joan_brooks_poem_8.txt,2.0
1107,jh_user_98,save,eduardo_espina_the_fog_discusses_the_horse_from_spanish_trans_daniel_borzutzky_poem_3.txt,2.0
1107,jh_user_53,save,dhsi_accessibility_&_digital_environments_templeton_&_williams.txt,2.0
1107,jh_user_98,save,constantine_p_cavafy_in_the_dives_from_greek_trans_george_economou_poem_1.txt,2.0
1107,jh_user_35,save,dhsi_AbTeC_indigenous_video_games_as_storytelling_brown.txt,2.0
1107,jh_user_61,save,godfather_1.txt,2.0
1107,jh_user_40,save,emilio_prados_shadow_of_april_from_spanish_trans_donald_wellman_poem_2.txt,2.0
1107,jh_user_6,save,elizaria_flores_no_street_will_survive_you_from_spanish_trans_david_m_brunson_poem_9.txt,2.0
1107,jh_user_83,save,dario_bellezza_fromnbspsecret_deathnbsp1976_from_italian_trans_peter_covino_poem_1.txt,2.0
1107,jh_user_84,save,eva_tizzani_kakeche_from_spanish_trans_david_brunson_poem_1.txt,2.0
1107,jh_user_47,save,erika_burkart_evening_parlour_from_german_trans_marc_vincenz_poem_1.txt,2.0
1107,jh_user_52,save,haydar_ergülen_brothers_of_ashnbsp_from_turkish_trans_derick_mattern_poem_5.txt,2.0
1107,jh_user_89,save,emilio_prados_xxii_from_spanish_trans_donald_wellman_poem_5.txt,2.0
1107,jh_user_41,save,erika_burkart_mountain_night_from_german_trans_marc_vincenz_poem_3.txt,2.0
1107,jh_user_41,save,emilio_prados_xxiii_from_spanish_trans_donald_wellman_poem_7.txt,2.0
1107,jh_user_88,save,eva_tizzani_kakeche_from_spanish_trans_david_brunson_poem_1.txt,2.0
1107,jh_user_13,save,casablanca_spanish.txt,2.0
1108,jh_user_79,save,grzegorz_wróblewski_you_cant_expand_on_this_poem_you_can_only_copy_it_from_the_screen_from_polish_trans_piotr_gwiazda_poem_1.txt,2.0
1108,jh_user_1,save,eva_tizzani_dead_moths_from_spanish_trans_david_brunson_poem_3.txt,2.0
1108,jh_user_76,save,hatem_alzahrani_ii_from_arabic_trans_moneera_alghadeer_poem_2.txt,2.0
1108,jh_user_53,save,grzegorz_wróblewski_young_and_old_in_the_park_from_polish_trans_piotr_gwiazda_poem_3.txt,2.0
1108,jh_user_76,save,dhsi_teaching_h_to_generation_z_puchkovskaya.txt,2.0
1108,jh_user_86,save,eduardo_espina_blame_time_on_the_cathedrals_from_spanish_trans_daniel_borzutzky_poem_1.txt,2.0
1108,jh_user_19,save,gábor_schein_captain_corneliuss_letter_from_pannonia_to_burrus_nbsp_nbsp_nbsp_nbsp_nbsp_nbsp_nbsp_nbspto_the_colonial_office_in_rome_from_hungarian_trans_erika_mihálycsa_poem_1.txt,2.0
1108,jh_user_15,save,erika_burkart_world_histories_from_german_trans_marc_vincenz_poem_5.txt,2.0
1108,jh_user_99,save,bruna_beber_from_bakery_street_from_portuguese_trans_sarah_rebecca_kersley_poem_5.txt,2.0
1108,jh_user_22,save,bashkir_all_about_you_halim_aydar_trans_yandex.txt,2.0
1108,jh_user_24,save,hatem_alzahrani_v_from_arabic_trans_moneera_alghadeer_poem_5.txt,2.0
1108,jh_user_50,save,astrid_haerens_2_from_flemish_trans_egan_garr_poem_2.txt,2.0
1108,jh_user_61,save,astrid_haerens_3_from_flemish_trans_egan_garr_poem_3.txt,2.0
1108,jh_user_16,save,emilio_prados_shadow_of_april_from_spanish_trans_donald_wellman_poem_2.txt,2.0
1108,jh_user_10,save,enver_ali_akova_from_a_time_back_to_a_plainnbsp_from_turkish_trans_zeynep_özer_poem_1.txt,2.0
1108,jh_user_74,save,dmitri_alexandrovich_prigov_untitled_3_from_russian_trans_simon_schuchat_poem_3.txt,2.0
1108,jh_user_13,save,elke_erb_inscription_under_the_skin_from_german_trans_shane_anderson_poem_6.txt,2.0
1108,jh_user_34,save,choe_chiwon_being_at_ease_in_late_spring_to_my_friend_gu_yun_from_chinese_trans_jonathan_chan_poem_3.txt,2.0
1108,jh_user_49,save,bai_juyi_sleeping_on_a_night_of_autumn_rain_from_chinese_trans_joey_schwartzman_poem_3.txt,2.0
1108,jh_user_86,save,birger-emanuelsen_anna-and-love_part1.txt,2.0
1108,jh_user_13,save,fabio_pusterla_the_blackboard_janitor_from_italian_trans_damiano_abeni_and_moira_egan_poem_3.txt,2.0
1108,jh_user_69,save,ghazal_mosadeq_untitled_3_from_persian_trans_khashayar_kess_mohammadi_poem_3.txt,2.0
1108,jh_user_88,save,bruna_beber_from_bakery_street_from_portuguese_trans_sarah_rebecca_kersley_poem_5.txt,2.0
1108,jh_user_90,save,carlito_azevedo_two_foreigners_from_portuguese_trans_sarah_rebecca_kersley_poem_1.txt,2.0
1108,jh_user_18,save,diana_garza_islas_the_skeleton_who_adapted_to_the_route_from_spanish_trans_cal_paule_poem_3.txt,2.0
1108,jh_user_49,save,dhsi_book_history_pedagogy_scalar_silva.txt,2.0
1108,jh_user_40,save,dagmara_kraus_past_glossier_from_german_trans_joshua_daniel_edwin_poem_3.txt,2.0
1108,jh_user_88,save,han_bo_hide_from_chinese_trans_eleanor_goodman_poem_2.txt,2.0
1108,jh_user_89,save,claudiu_komartin_untitled_from_romanian_trans_diana_manole_poem_2.txt,2.0
1108,jh_user_16,save,habib_tengour_thatch_watermeadow_and_sheet_metal_from_french_trans_pierre_joris_poem_2.txt,2.0
1108,jh_user_6,save,hafez_ghazal_84_from_persian_trans_roger_sedarat_poem_1.txt,2.0
1108,jh_user_95,save,gelsys_garcía_lorenzo_the_dictator_from_spanish_trans_maria_grau_perejoan_and_loretta_collins_klobah_poem_2.txt,2.0
1108,jh_user_70,save,claude_ber_cutout_1_from_french_trans_elodie_olsoncoons_poem_1.txt,2.0
1108,jh_user_15,save,césar_vallejo_the_head_and_feet_of_dialectics_from_spanish_trans_joseph_mulligan_poem_2.txt,2.0
1108,jh_user_75,save,dhsi_music_encoding_duguid_&_viglianti.txt,2.0
1108,jh_user_11,save,david_avidan_summer_1962_from_hebrew_trans_tsipi_keller_poem_3.txt,2.0
1108,jh_user_26,save,dag_t_straumsvåg_optimists_from_norwegian_trans_robert_hedin_and_dag_t_straumsvåg_poem_1.txt,2.0
1109,jh_user_53,save,dhsi_2020_ideah.txt,2.0
1109,jh_user_73,save,david_rosenmanntaub_cxxxix_from_spanish_trans_iván_brave_poem_5.txt,2.0
1109,jh_user_18,save,bruna_beber_23_from_portuguese_trans_sarah_rebecca_kersley_poem_3.txt,2.0
1109,jh_user_96,save,czeslaw_milosz_in_honor_of_reverend_baka_from_polish_trans_anthony_milosz_poem_1.txt,2.0
1109,jh_user_31,save,david_avidan_concerning_the_gloomy_love_of_j_alfred_prufrock_from_hebrew_trans_tsipi_keller_poem_4.txt,2.0
1109,jh_user_20,save,dag_t_straumsvåg_out_of_breath_from_norwegian_trans_robert_hedin_and_dag_t_straumsvåg_poem_2.txt,2.0
1109,jh_user_40,save,bc_malahat_bruck_rev_by_kenyon_2019.txt,2.0
1109,jh_user_8,save,dhsi_processing_humanities_multimedia_evans_&_romphf.txt,2.0
1109,jh_user_77,save,dag_t_straumsvåg_endless_plains_clouds_from_norwegian_trans_robert_hedin_and_dag_t_straumsvåg_poem_4.txt,2.0
1109,jh_user_57,save,bruna_beber_23_from_portuguese_trans_sarah_rebecca_kersley_poem_3.txt,2.0
1109,jh_user_55,save,emilio_prados_castle_without_strength_from_spanish_trans_donald_wellman_poem_8.txt,2.0
1109,jh_user_7,save,dhsi_processing_humanities_multimedia_evans_&_romphf.txt,2.0
1109,jh_user_49,save,astrid_haerens_2_from_flemish_trans_egan_garr_poem_2.txt,2.0
1109,jh_user_41,save,emilio_prados_castle_without_strength_from_spanish_trans_donald_wellman_poem_8.txt,2.0
1109,jh_user_99,save,choe_chiwon_pomegranates_from_chinese_trans_jonathan_chan_poem_5.txt,2.0
1109,jh_user_3,save,ghassan_zaqtan_song_of_the_three_patrols_from_arabic_trans_fady_joudah_poem_3.txt,2.0
1109,jh_user_75,save,dhsi_race_social_justice_kim_&_nieves.txt,2.0
1109,jh_user_67,save,asmaa_azaizeh_i_didnt_believe_i_would_ever_learn_to_die_from_arabic_trans_yasmine_haj_poem_2.txt,2.0
1109,jh_user_100,save,choe_chiwon_being_at_ease_in_late_spring_to_my_friend_gu_yun_from_chinese_trans_jonathan_chan_poem_3.txt,2.0
1109,jh_user_81,save,gisela_hemau_piazza_di_spagna_early_morning_from_german_trans_sara_edinger_poem_3.txt,2.0
1109,jh_user_67,save,balam_rodrigo_remains_identified_of_eight_honduran_migrants_killed_in_mexico_from_spanish_trans_dan_bellm_poem_5.txt,2.0
1109,jh_user_10,save,asmaa_azaizeh_i_didnt_believe_i_would_ever_learn_to_die_from_arabic_trans_yasmine_haj_poem_2.txt,2.0
1109,jh_user_65,save,césar_moro_the_scandalous_life_of_césar_moro_from_spanish_trans_leslie_bary_and_esteban_quispe_poem_2.txt,2.0
1109,jh_user_80,save,gunnar_wærness_business_of_the_dead__july_26_2016_from_norwegian_trans_gabriel_gudding_poem_4.txt,2.0
1109,jh_user_8,save,enver_ali_akova_from_a_time_back_to_a_plainnbsp_from_turkish_trans_zeynep_özer_poem_1.txt,2.0
